mu,sigma
1.00594,1.3095
1.67201,0.218328
1.49936,0.138609
1.31498,0.149581
1.31498,0.149581
1.19434,0.63228
-0.148116,0.840814
0.963222,0.809942
1.48199,1.00595
1.17047,0.970101
1.70179,1.35565
1.66561,0.71186
2.29144,0.618854
1.68898,0.852674
0.537534,0.801881
1.32226,1.22702
1.67346,0.630444
2.96888,1.10995
0.310891,1.71713
1.12881,1.09181
1.3067,0.442019
1.9394,0.533578
0.591729,2.05585
1.21348,0.531129
-0.258935,1.49732
1.30822,0.39484
2.86477,2.88058
2.81822,1.5579
1.53577,0.858737
2.69497,1.84472
1.15936,0.301149
2.12996,1.68563
1.01831,0.362936
0.374288,0.907183
2.3795,0.365661
0.0821678,1.47072
1.12503,1.2728
-0.270754,1.64872
1.47556,0.25625
1.89506,0.53459
0.761808,0.804358
1.42445,0.389163
2.13762,0.885032
2.62166,0.800701
-0.550282,1.09391
1.75499,0.403472
1.247,1.82356
1.49249,0.460316
2.8599,1.32577
4.62878,1.49591
1.79126,0.337927
1.39424,0.307011
1.25787,0.237172
-0.000598735,0.845654
2.24439,0.935985
1.68536,0.255595
0.95562,0.697467
1.74676,0.258437
2.92295,1.69704
2.2432,1.26978
1.76809,1.38122
1.52224,0.883828
3.07479,1.32374
-0.17673,1.83003
1.88495,0.905898
0.142773,0.473533
1.45121,0.540739
2.19004,1.09936
1.82313,0.745794
2.2126,0.528892
1.99179,0.398315
1.11308,0.588257
1.69019,0.846212
1.6351,0.278224
0.184512,1.87142
-0.350035,0.730991
1.31523,0.236965
1.16918,0.946395
2.00935,0.504448
2.05092,1.56657
1.28675,0.173789
1.12155,0.827788
1.34859,0.149421
1.23524,0.196751
1.61567,0.145769
1.46721,0.648365
1.36474,1.83557
-0.117569,1.5561
2.97562,0.785643
1.15117,0.712557
2.29801,0.67987
1.30436,0.129811
1.30436,0.129811
1.46956,0.0854403
1.46956,0.0854403
1.46956,0.0854403
1.29451,0.184132
0.734591,1.10086
1.2995,0.162793
0.426336,0.555155
-0.00796689,1.08495
1.3979,0.404106
0.654655,0.984211
2.38743,0.821017
3.95815,1.41754
2.64795,1.04861
0.274236,1.251
1.34197,0.860032
3.86757,1.71797
3.48682,1.25434
1.11165,0.835973
4.47356,1.2616
1.93908,0.415104
0.0795715,1.56321
1.24751,1.28488
0.921733,0.730976
1.46158,0.980173
1.32151,0.17329
0.890085,1.05997
0.216059,1.37554
0.674317,0.378174
1.48248,1.09002
0.927609,1.17584
1.28184,0.3957
-0.47221,1.13405
1.051,0.307238
1.08125,0.519711
0.907364,0.794023
1.63455,0.619637
1.77762,0.240952
2.02007,0.459548
2.20563,0.667006
-0.581751,1.12442
1.28903,0.341977
1.19526,0.63852
0.694294,1.82876
0.100423,1.16812
0.569439,0.3774
-0.087646,1.03042
1.35583,0.214384
0.880107,0.496363
1.91489,0.579983
-0.658151,1.348
2.12031,0.77535
1.9141,1.3082
0.201811,0.746703
1.92507,0.748886
0.309634,0.813832
1.68599,0.218441
0.967929,0.990378
0.388976,1.26049
1.58788,0.817112
1.32952,0.124693
1.06036,0.246263
1.55491,0.150145
1.82646,0.730467
1.39276,1.93529
1.37682,0.521084
1.44931,0.494659
1.3281,1.06323
0.595313,1.15938
0.683617,1.48804
1.72853,0.247779
1.15495,0.201363
1.46828,0.517033
1.04906,0.503494
0.272875,0.853127
2.35165,0.790336
1.03411,1.31558
1.15906,0.386234
1.59513,1.17972
1.33906,1.04684
-0.4419,0.733644
1.46123,0.427027
2.04196,1.06065
2.22415,0.60789
1.67224,1.09228
-1.34231,1.13365
1.37263,0.225385
1.00758,0.488741
1.87589,0.475865
1.37447,0.113832
1.43751,0.110621
1.55926,0.173157
2.16581,1.25467
1.62013,0.517658
0.694755,0.746538
1.34522,1.54094
0.588263,0.602489
0.44563,0.8101
1.76008,1.72979
2.50109,1.35334
1.44014,0.775247
1.35655,1.17507
1.84303,0.847654
1.04642,0.415654
1.45758,0.243305
1.04411,0.835787
0.924308,0.690566
1.60392,0.214661
1.47484,0.185963
1.54874,0.503916
1.38031,0.310984
0.700731,0.498472
0.915218,0.833094
0.24627,0.865412
1.70871,0.870682
1.18206,0.546434
0.049162,1.18893
1.33971,0.756958
1.0662,0.317119
1.53392,1.07055
2.33354,2.13574
1.81955,0.765602
1.36478,0.699519
1.87515,0.682178
0.375833,1.00947
1.59772,0.207747
1.60698,0.741163
1.3646,0.162456
1.35458,0.331861
2.40236,2.24234
0.0462173,1.07549
0.997818,0.787141
1.34117,1.66763
1.3592,0.771545
1.57125,1.31463
2.77189,1.29957
1.52217,0.278952
1.63432,0.550803
1.34342,0.767847
0.603052,0.814763
0.625205,0.626201
2.39994,0.852733
1.15913,0.211184
0.692681,1.64303
2.07508,0.646024
3.28164,0.902581
1.22299,0.882784
0.727439,1.00954
-1.13861,1.09225
1.00672,1.07954
1.0834,0.514778
1.51437,0.365448
0.850983,1.53044
-0.0576015,1.02064
0.436204,0.852667
0.88109,0.322435
1.38079,0.938046
2.77222,1.02633
-0.0410376,2.06271
1.48981,0.417603
3.81916,2.69542
1.08129,0.444876
3.35032,1.09907
1.25822,0.198843
0.583445,0.468635
0.157289,1.45519
0.511147,0.657427
1.22979,0.629301
0.125764,1.22086
1.49943,0.684324
-1.3776,2.03266
1.30863,0.131493
1.40112,0.125645
1.34395,0.148282
1.60218,0.243801
1.20023,0.488945
1.94061,0.874143
0.0117309,0.781507
3.27555,1.35325
0.898085,0.496816
0.0897437,1.1677
1.23278,1.53903
1.5257,0.140018
1.26385,0.118124
0.710826,0.461453
1.63123,0.641207
2.22757,0.662628
2.92529,0.780841
1.76553,0.590524
0.0648117,0.905264
2.6777,2.0071
1.20634,0.442559
2.1758,0.501336
1.12409,1.06887
0.292551,0.901639
1.17437,0.339579
1.61818,0.389797
1.71947,0.641646
0.431071,0.827914
1.06836,0.458493
2.00882,1.11039
2.23443,0.631176
0.667382,0.637247
1.16949,1.21019
1.36397,0.253379
3.06025,1.83424
1.0828,0.663874
1.92769,0.269904
2.25988,1.26165
0.952928,0.612321
1.50519,0.670395
1.1792,1.0506
1.65403,0.446249
0.974552,0.804528
0.384694,1.43286
0.622268,1.44568
1.10102,0.365495
-1.88213,1.88677
1.03244,0.571482
1.99565,0.415153
1.4471,0.341807
1.95199,0.9778
-0.274221,1.19249
0.312528,0.640529
0.730665,0.868072
1.47319,1.06316
0.364019,1.76895
1.44465,0.450839
2.49537,1.69117
1.31594,1.83436
0.64746,1.69805
1.52005,0.644252
-0.0574353,1.0307
1.24212,0.536553
1.77835,0.209737
1.99008,0.43537
1.53645,1.75296
1.30312,0.280037
1.43516,0.10401
1.56734,0.181963
0.224222,1.38435
2.4434,0.56676
-0.363138,1.5528
-0.472633,1.44454
1.49485,0.313702
0.192177,0.823451
1.68327,1.62377
1.34508,0.267752
1.24304,0.132298
1.24304,0.132298
1.17777,0.167979
1.23499,0.684688
2.25571,0.852576
0.90067,0.729701
1.65614,0.433468
0.903875,0.87138
0.712737,0.526231
0.0218353,0.907712
2.97365,1.66961
1.95783,0.672637
2.1705,0.72325
1.62318,0.907674
1.5677,0.693944
1.4918,1.19582
1.37833,1.39502
1.63954,0.749024
-1.05338,1.71071
1.69133,1.00792
1.67257,0.383268
1.44277,0.721835
1.58658,1.05981
1.56513,0.366041
1.01944,0.280609
1.7992,1.3723
0.550154,0.759131
1.41035,0.638572
2.90446,1.19879
1.78531,0.511701
2.89748,1.00456
0.985203,0.43884
0.647089,2.14878
0.795881,0.853941
0.134492,1.47298
1.42972,0.267415
0.872998,0.785944
2.10251,1.43021
1.81773,0.929793
2.50586,1.32976
0.991031,1.59898
1.58666,1.25018
2.07595,0.404733
0.726245,0.715411
1.27699,1.23128
0.934788,1.52619
1.51579,0.245019
2.46612,0.691517
0.269021,2.14005
-2.74584,1.80129
-0.726245,1.9817
1.95096,0.917354
1.76855,0.667305
1.48468,2.50089
1.32904,0.243078
0.768816,2.96522
2.02311,0.981545
0.927446,0.71302
-0.104571,1.49456
1.49644,1.02267
2.37346,2.05429
1.27663,0.68823
0.996883,0.302534
-0.223546,1.66877
1.15125,1.6504
1.02009,0.700294
1.3422,0.729124
-3.96766,2.0005
1.41298,1.00315
-0.507434,1.73757
-4.00116,2.24613
2.5936,0.783697
1.58059,0.21338
1.948,1.29318
1.21586,0.653118
1.54089,0.675124
0.769729,1.78011
2.74506,0.946675
1.97484,2.11697
1.46056,2.33905
1.73465,0.213202
1.48578,1.20958
1.20275,0.320389
2.05227,1.859
1.3235,0.50408
0.684294,0.643996
1.0202,0.344596
0.187634,1.0904
1.29619,0.357555
0.0038849,0.708802
1.20418,0.291887
0.489921,1.07942
1.36101,1.15403
1.69946,0.393284
0.655689,0.733431
1.16841,1.36609
-1.2237,1.23373
0.855052,1.25781
0.905045,1.78257
3.14436,0.605315
1.13428,0.279565
2.43706,0.919153
2.74364,1.46382
1.44233,0.462688
0.397756,1.23504
2.23169,0.403369
1.99306,0.843069
0.568392,1.47787
1.7864,0.669601
1.14374,1.18472
1.25359,1.59808
1.22217,0.191196
1.54975,0.141059
1.36552,0.15688
1.24297,1.14778
2.59503,1.06668
3.60376,2.09157
0.398763,1.06198
1.35584,0.649049
1.93718,1.44583
1.60189,0.430463
3.09873,1.02014
0.937229,1.95586
1.09555,0.237348
0.837067,1.06527
1.20916,0.185392
1.23657,0.215476
1.16433,0.299799
2.64818,1.17432
0.921023,0.440011
1.61813,0.518352
4.24121,0.984469
1.85968,0.643989
-0.116857,2.14464
0.580074,1.28334
1.58367,0.220142
-0.610481,1.81204
1.37596,1.1846
1.74264,0.695795
1.32622,0.641397
0.971339,0.265524
1.4172,0.225362
1.05341,2.67457
1.44733,0.314476
1.12967,0.321615
2.34842,1.12375
-1.64359,3.19017
-0.511475,1.93919
2.38497,0.807268
-0.506291,2.16632
1.46904,0.185104
1.3287,0.523675
1.70668,0.641118
2.07749,0.641912
1.14148,0.354703
-1.26425,2.22403
1.30564,0.445188
1.40453,0.1558
1.56761,0.244834
2.35411,0.512707
2.48749,0.781987
1.44744,0.675527
2.53008,0.821455
4.91438,1.35413
0.564371,1.48433
1.89934,0.692969
1.33879,0.183035
1.464,0.867006
1.81529,1.81307
1.09356,0.528616
1.40287,0.475319
1.10386,1.20297
1.44318,1.82439
1.22932,2.76714
1.07502,0.263334
1.8766,0.7667
1.46841,0.298502
1.29023,0.249049
0.844153,0.781304
1.29047,0.360825
1.25666,1.62636
1.40898,0.354899
1.2125,0.316802
2.66403,0.66134
1.38358,1.34994
-0.322714,2.1335
0.305003,1.33765
-0.161625,2.37893
0.26036,1.98985
0.449145,1.07667
2.60157,0.808872
1.52525,1.04041
1.85612,0.351874
2.26406,1.17351
1.85942,1.16454
1.04297,0.305016
1.3978,0.267469
1.14889,0.172098
2.84525,2.18938
3.75718,1.19392
1.32442,1.41146
1.30759,0.186365
1.14796,1.75064
1.21697,0.474225
0.435223,1.54837
0.934063,0.617776
1.1802,0.272272
1.65196,0.346564
0.726958,2.22261
1.53712,0.297218
1.13816,0.340023
1.88065,1.53565
0.356179,1.8529
0.713611,0.914975
1.71039,0.431729
2.20411,0.527819
1.30944,1.58851
-0.053979,1.32542
1.58842,1.4549
-0.637187,1.2419
1.18815,1.08261
1.64786,0.289944
2.45649,0.713947
0.901142,0.684626
1.08607,0.535588
1.08453,1.3692
1.97803,0.409875
-0.0612549,1.56034
1.2618,0.321062
1.90772,0.303869
1.42946,0.124559
1.40617,0.206418
0.841666,0.497507
1.79199,0.29567
3.28957,0.862629
0.908674,0.481962
-0.764883,1.16028
1.49637,0.81437
1.47665,0.824084
1.10222,0.917538
2.4594,0.502149
2.99899,1.1503
0.286515,1.88874
0.717332,0.501043
1.48966,1.09937
1.63108,1.47394
1.75962,0.901573
1.09029,0.270286
-2.39197,1.74392
1.36691,0.635904
1.91138,0.625526
3.2483,1.54736
2.51757,1.27278
1.6745,0.807883
2.38999,0.951834
1.81102,1.43373
0.931207,0.341985
1.58159,0.351736
0.98597,0.418309
1.31982,0.807186
0.747089,0.661857
1.45435,0.376058
-0.0374503,0.726251
1.12215,0.864678
3.5733,1.25717
0.773186,0.634259
1.55882,0.376009
1.44961,0.18191
1.14128,0.288575
1.44965,0.158717
1.66403,0.350951
2.19524,1.34521
-0.346383,1.81643
0.905365,0.93747
0.298602,1.41513
1.13632,0.29827
1.17591,1.84814
2.78039,0.711759
1.21911,0.344937
-0.141313,1.41056
0.0895149,1.66638
2.33991,1.3996
2.81364,1.06379
1.351,0.785478
1.73302,1.43362
1.19466,0.428853
1.31508,0.485878
0.993874,0.495406
1.86948,1.71104
0.935843,1.31716
1.5342,0.227044
0.113305,1.73471
1.74772,2.7011
-0.0826238,1.19769
-0.113853,0.564815
0.231096,1.56455
-0.753641,1.52896
1.20057,0.318363
1.57783,0.222728
1.69732,0.57529
-0.389077,1.23962
2.32636,0.820865
0.600991,1.0277
1.86356,0.643217
2.22557,0.445651
1.80056,0.346935
1.04396,0.207041
1.5142,0.113404
1.41688,0.087188
1.41688,0.087188
1.35774,0.103366
1.44706,0.0870568
1.44706,0.0870568
1.35963,0.1257
1.35963,0.1257
1.47461,0.0974864
1.47461,0.0974864
1.47461,0.0974864
1.34969,0.104933
1.34969,0.104933
1.49749,0.100388
1.32894,0.0933294
1.32894,0.0933294
1.32894,0.0933294
1.32894,0.0933294
1.32894,0.0933294
1.32894,0.0933294
1.9996,1.37542
2.47219,0.802546
-0.583662,2.64065
1.9986,0.514706
1.85943,0.717682
1.38966,0.186366
1.54882,0.13232
1.47505,0.135576
1.60231,0.161671
1.32393,0.164382
1.4301,0.165662
1.66536,0.749067
1.74195,0.897715
1.70604,0.98001
1.31614,0.62553
1.06031,0.538817
1.90726,0.726642
1.90986,0.756555
0.753313,0.521078
1.01107,0.368683
3.20235,1.50342
2.16932,0.659125
0.642049,0.893552
2.28002,0.505247
1.10032,0.968087
1.53344,0.176929
1.20845,0.175005
1.27052,0.168705
0.97717,0.544756
0.91719,0.62536
1.79543,1.54039
0.216648,1.14506
1.3936,1.42892
1.48759,0.266231
0.816348,1.01674
2.38382,1.50265
0.73346,0.723054
1.37508,1.77475
1.17054,0.610776
3.90889,1.11828
1.81438,1.13254
3.99473,0.950007
1.30059,0.115081
1.30059,0.115081
1.30059,0.115081
1.30059,0.115081
1.30059,0.115081
1.30059,0.115081
1.30059,0.115081
1.4574,0.120036
1.4574,0.120036
1.89576,1.04316
2.13091,0.554513
1.3555,0.198188
1.96476,0.501111
0.356786,1.43743
0.439735,0.684177
0.641154,1.84199
1.53385,0.284859
0.537646,0.966207
3.16175,2.51754
-0.338785,1.63713
0.990614,0.463221
1.68721,1.25731
-0.312389,1.77727
2.1848,1.76563
1.5989,0.583452
1.71257,1.51377
2.03769,0.388753
2.50533,1.24571
2.04334,0.964733
0.13103,1.64279
0.0332708,1.24069
1.25747,1.40195
1.51514,0.789171
1.50686,0.522284
0.836234,0.523846
1.08568,0.283181
1.90076,0.242595
1.08403,0.630706
3.77303,2.01559
1.47322,0.224374
3.59932,2.51478
1.48627,1.5152
1.78908,1.23698
1.59965,1.04864
0.343481,1.74456
0.0846168,1.36268
3.85816,1.28016
2.51485,1.89697
1.41504,0.134527
0.633078,0.91702
1.83354,0.362381
1.77794,0.634057
3.15808,0.840015
-0.149874,1.98334
-0.378567,1.00639
1.51803,1.16445
2.29864,0.67996
1.69579,0.575383
1.41844,0.225258
0.391731,1.4332
1.56977,0.368415
2.36424,0.68794
0.235082,1.5304
0.458047,0.758542
0.970221,0.387124
1.41026,0.17751
1.76041,0.388289
1.18261,2.00034
-0.429105,2.36618
2.26802,0.693065
1.19768,0.27631
2.74379,0.96092
1.66983,1.68183
1.3297,1.08144
1.29642,0.48377
1.54509,0.251907
1.47428,0.252573
0.858299,0.547041
1.67199,0.919293
1.59698,0.404731
2.54679,1.21818
0.34172,2.32375
0.889584,0.72155
-1.03059,3.35876
1.89832,0.228583
0.987155,0.914325
1.61128,0.158208
1.65839,0.548447
1.13724,0.467867
1.75734,0.729776
0.249507,1.57805
1.89089,1.02634
-1.30696,1.24123
1.51292,1.14313
1.71824,0.988676
1.6755,0.239268
0.663184,0.629508
1.76741,0.387244
3.89489,1.59778
1.01057,3.11475
2.79986,1.60459
0.654609,0.903757
2.57964,0.611147
-0.243804,2.13934
0.689889,0.422264
1.51176,0.196478
1.33991,0.187915
1.05264,0.71638
3.50847,1.8755
4.11729,1.80019
1.35418,1.16155
1.19984,0.634365
1.42991,0.543036
1.31258,0.448045
1.0664,0.259223
1.06298,0.423664
1.53056,0.590734
1.70325,0.523763
3.31522,2.23782
0.918932,1.06491
0.400768,1.51978
0.61698,0.952345
1.20596,0.529821
0.111519,0.796567
1.49118,0.14897
0.943545,0.257454
2.01459,0.404689
1.36728,0.927145
2.31545,1.03668
4.00953,1.8975
-0.0505606,1.54173
1.18484,0.257941
1.44262,0.174737
2.14501,0.339731
1.40992,1.32781
0.601681,0.575312
-1.05029,1.44504
3.52028,1.45871
1.61649,0.32333
2.16254,0.628677
1.02206,0.526806
2.78934,0.837232
1.06399,0.566812
1.46432,0.140806
1.39862,0.097676
1.48842,0.101962
1.54087,0.153013
1.33195,1.5719
0.936712,1.22227
0.789079,1.13915
1.89738,1.33526
1.14371,1.45758
1.73597,1.08677
1.07094,0.483245
1.22833,0.177407
1.14732,0.205861
1.32041,1.26061
0.373695,0.831403
2.25999,0.586947
1.9959,0.830005
3.43265,1.45669
2.25411,1.71658
-0.150205,0.57277
1.97302,0.821504
0.871223,0.308736
1.7343,1.46822
1.01483,0.807958
-1.00698,3.3755
1.6459,0.413727
1.51727,0.356273
0.699403,0.595367
1.07965,0.521604
1.93944,0.902877
1.29404,0.179928
1.29404,0.179928
-1.54916,1.1188
-0.190169,1.5006
1.48396,0.726176
1.06363,1.68027
2.44673,2.21582
0.792204,0.89293
1.53326,0.308513
2.35652,0.680609
1.09066,1.17132
1.50866,0.882503
1.37978,1.35786
1.77697,1.48665
1.15556,0.926338
0.965446,0.848933
1.27179,0.951296
0.0264116,0.707432
0.988827,0.405938
0.630577,0.543092
1.48712,1.14176
-0.115323,1.63062
0.735646,0.70689
2.1443,0.432996
2.07613,0.778266
0.660917,1.02725
1.42472,0.132656
1.42472,0.132656
1.56346,0.931241
2.57737,1.22167
0.449577,1.84366
1.50875,0.371127
-0.914407,0.953924
1.92577,0.29411
-0.305372,1.06466
1.91401,0.480225
0.867589,0.49428
3.11832,1.6882
0.534107,0.731165
1.26825,0.881367
1.66678,0.808829
0.825282,0.848538
1.49863,0.156893
1.47697,0.101419
1.47072,0.15293
0.268319,0.526593
1.86583,0.268061
2.92762,0.851152
0.367646,0.83626
2.01938,0.288156
1.50435,0.303764
1.4378,0.389165
1.47107,0.686751
1.23692,0.302148
1.61111,1.76541
2.42705,1.74855
1.59824,0.179466
1.50361,0.233544
1.3427,0.205663
1.35796,0.879904
1.10787,1.04094
0.986721,0.912981
-0.628404,2.07649
1.44573,1.17148
0.954514,0.385892
1.47384,0.606317
1.72035,0.638847
1.68179,0.230086
0.744281,1.1131
1.33725,0.173939
1.42952,0.147401
1.42952,0.147401
1.48276,0.110598
1.48276,0.110598
1.68319,0.665828
1.72225,0.590091
-0.334427,0.976442
1.8094,1.57731
2.7743,0.99529
1.48549,0.152879
0.787702,1.39852
1.57468,0.889761
1.48438,0.212348
1.25749,0.161778
0.676431,0.663495
1.1141,0.753656
0.150223,0.87783
0.799235,0.441653
0.811309,1.56767
1.64654,0.759004
2.95634,1.76751
1.6789,0.506002
0.762737,0.923886
1.26431,0.542767
-1.14885,1.42453
2.27541,0.610246
2.29398,1.0632
1.37926,0.177106
1.2937,0.16705
2.85513,1.24389
1.3011,0.312497
1.80201,0.361158
2.37604,2.62504
1.1686,0.253465
1.42697,0.139677
1.42697,0.139677
1.40678,0.778381
1.03717,0.46594
3.00903,1.62985
1.6474,1.78569
1.52865,1.81486
1.05677,0.812076
1.62393,0.193389
2.09037,1.61138
1.04707,0.650018
1.05261,0.476784
2.41002,0.672566
0.015041,1.39244
1.54779,0.207247
1.53148,0.168026
1.38371,0.150599
-0.538733,0.885965
0.711863,0.601403
1.47428,0.496082
2.57071,0.773258
1.52114,1.24331
2.08989,1.11435
1.58966,1.0497
5.44373,2.02566
-0.180023,1.29581
-0.0658498,0.93363
0.333919,0.504892
1.88238,1.53452
1.71209,0.178214
1.00564,0.361045
-1.29531,1.46524
1.8274,0.825441
3.20233,1.30352
0.804649,0.668627
1.70558,0.410364
1.21084,0.53483
0.0659701,0.984267
1.46089,0.408207
1.92042,1.10223
-0.894563,2.10148
1.84564,0.707746
0.166698,0.590732
2.57437,1.45996
0.472823,0.880711
0.42292,1.12466
1.31347,0.462103
-0.596599,1.12725
-1.25222,2.193
5.81031,1.76809
1.5048,2.21864
-2.04486,1.82006
1.33603,0.652317
1.3692,0.542902
2.2169,1.80908
1.65224,1.00604
2.55085,1.78447
1.11095,0.473696
3.55145,1.41703
1.61198,0.460828
1.67878,1.06213
1.20259,0.424995
0.484841,0.514195
2.30499,0.876102
-0.0969422,1.24995
-0.628303,2.06363
0.728859,1.35599
1.28654,0.199043
2.70857,0.884202
2.87712,0.979029
1.38971,0.431407
0.995887,0.677298
1.36276,0.144911
2.35853,1.6218
1.18302,0.512605
2.19363,0.802825
1.23131,0.711428
0.949357,0.893582
1.01316,1.09563
0.704292,0.839513
2.12545,0.662138
1.61731,0.277993
0.824039,0.605666
1.00807,1.20727
1.24971,0.344178
1.16384,0.637456
1.07715,0.349321
2.25791,0.88136
0.421837,1.09862
-0.0879547,1.30352
1.93033,0.942014
3.12443,1.08804
2.19463,2.19598
-0.405843,1.86917
-0.839396,1.24322
1.75965,0.506511
1.03629,0.61608
2.36169,0.646206
1.53328,0.143588
1.65948,0.24497
1.87981,0.292221
0.439527,1.76679
1.13453,0.442602
1.70614,0.881748
1.55774,0.376502
-0.875326,2.58448
1.24428,0.315083
-0.0857505,0.731414
3.64204,0.761602
1.54473,0.556918
1.54509,0.547514
1.43351,0.238312
0.0446407,1.31606
0.740833,0.974033
2.17332,1.31502
0.600534,0.549978
0.0829759,1.45458
1.34684,0.567286
1.89881,1.13372
0.364093,0.683724
1.44632,1.16713
2.34133,1.47529
0.814008,0.588937
1.56175,0.864077
1.7878,0.292408
0.13297,0.916128
2.42188,0.606241
1.28652,0.622085
2.03669,0.775771
1.35984,0.58512
1.55519,0.401409
0.868526,0.899402
1.64697,0.537997
3.09907,0.857465
3.11299,1.23552
-1.40903,1.36916
1.48007,0.397189
1.4002,0.108384
1.58534,0.688772
1.23718,0.207201
0.758815,0.590227
0.816302,0.544765
-1.12899,1.65398
0.931999,0.70373
3.02546,1.06452
-3.37784,2.6786
2.44693,0.646983
1.09187,0.52025
1.50457,0.269785
0.702189,0.955394
1.24452,0.225342
1.73371,0.264788
2.19177,1.2048
1.65028,1.23101
1.51863,1.97134
1.96925,1.06478
-0.224795,1.12916
1.9964,0.526932
-0.521906,2.10693
-0.660685,1.43811
1.44883,0.241489
0.977469,0.280972
0.915096,0.778417
3.17374,1.47279
2.20091,0.939599
2.15896,1.67888
2.04324,0.782213
1.41178,0.199379
1.2535,0.143706
1.03684,1.18963
1.32654,1.12645
1.50639,1.36858
1.46032,0.376483
1.94511,0.518859
1.29585,1.12548
2.19874,2.2563
0.93202,1.62144
2.64346,1.34759
2.24829,0.682503
0.364998,0.877615
1.05352,0.405309
1.38262,0.559393
1.62045,1.0221
1.90961,0.818746
1.60796,0.848229
1.36594,0.544956
1.30948,0.420719
-1.62144,1.19273
3.79716,1.25628
1.5281,0.144774
1.5281,0.144774
1.45642,0.103335
1.45642,0.103335
1.46066,0.115409
1.46066,0.115409
1.46066,0.115409
1.3799,0.230868
1.00559,0.61895
1.80816,0.87155
1.44537,0.21049
0.542322,0.860149
1.22226,0.43383
1.69645,0.436913
1.21057,0.598602
1.63554,0.353518
1.50755,0.145579
1.42124,0.0978093
1.44525,0.110467
1.41091,0.0980395
1.26461,0.152052
1.26461,0.152052
1.37508,0.15227
1.45512,0.0952015
1.44677,0.0662871
1.44677,0.0662871
1.44677,0.0662871
1.44677,0.0662871
1.44677,0.0662871
1.44677,0.0662871
1.47921,0.0953759
1.36098,0.102802
1.38807,0.108555
1.45337,0.0772832
1.45337,0.0772832
1.45337,0.0772832
1.45086,0.120735
1.43122,0.102304
1.43122,0.102304
1.58751,0.380137
3.93159,1.1256
2.42446,1.96859
1.46361,0.174846
1.37182,0.129022
1.45486,0.151751
1.38063,0.129923
1.58418,0.180726
1.59159,0.196761
1.95679,0.421348
1.35663,0.97825
1.00364,0.558397
2.89138,1.96077
1.69235,0.185856
1.88966,1.59277
1.23131,0.989365
2.60251,1.95197
0.581528,0.600688
1.77118,0.446607
1.39528,0.582773
1.79988,1.16637
3.3299,1.98912
0.685637,0.81291
1.62009,1.26838
3.5798,1.48971
1.17281,1.21594
1.48928,0.69518
2.92665,1.92332
2.36443,0.448982
3.29198,1.15762
1.40367,0.359612
0.622176,0.537989
1.23553,0.32449
1.55496,0.211275
1.275,0.841228
0.596796,1.07378
3.82906,1.53388
-0.104568,0.864172
-0.251921,2.18617
2.37259,0.981017
0.553463,0.713272
0.479784,1.55142
1.39795,1.18895
-0.76736,2.21845
2.63785,0.748818
0.836266,1.7029
2.10543,0.576223
1.30063,0.21616
1.35872,0.18723
1.48651,0.105766
1.73306,0.216702
0.402751,0.971064
1.36857,0.515811
1.6589,0.67043
0.908289,0.453282
1.31737,1.58681
0.907653,0.47097
1.83904,0.453218
0.320082,0.994155
1.79156,0.954304
1.59685,0.305061
1.0663,1.66941
1.26254,0.216415
1.40865,0.739577
3.90601,1.46722
0.492878,1.92403
1.74198,0.229206
1.415,0.667009
1.44622,0.371932
0.464129,1.022
1.05328,0.833271
1.00132,2.46709
1.25861,0.235218
0.81212,0.652389
2.12538,1.0297
1.553,1.1987
1.16863,0.742493
1.4338,0.795876
1.60958,0.197364
1.6548,0.182686
1.2297,0.143012
